credit_card_num,card_code,expire_month,expire_year,card_type,Owner_email
5.89E+14,901,2,2031,Master ,fenrrico4@nsu.edu
5.25E+14,227,8,2027,Master ,jsoutherns@nsu.edu
5.58E+14,219,3,2023,Master ,gshepherdson8k@nsu.edu
5.67E+14,344,6,2027,Master ,tmattekgo@nsu.edu
5.85E+14,920,3,2031,Master ,glennonqx@nsu.edu
5.46E+14,903,5,2025,Master ,adegoeyr4@nsu.edu
5.94E+14,627,5,2026,Master ,kgiller1k@nsu.edu
5.25E+14,654,8,2032,Master ,floundc0@nsu.edu
5.23E+14,370,11,2031,Master ,kshowl12@nsu.edu
5.51E+14,232,11,2025,Master ,dpadwick4p@nsu.edu
5.01E+14,924,8,2032,Master ,bflaune5a@nsu.edu
5.11E+14,468,9,2030,Master ,jhaley6t@nsu.edu
5.15E+14,261,11,2028,Master ,mkiernani@nsu.edu
5.05E+14,995,12,2024,Master ,dfahrenbach1o@nsu.edu
5.45E+14,481,10,2029,Master ,mlabrow6u@nsu.edu
5.31E+14,707,7,2028,Master ,cmcelhargyg0@nsu.edu
5.77E+14,742,5,2023,Master ,hmccolmg1@nsu.edu
5.62E+14,918,9,2032,Master ,bdybell14@nsu.edu
5.60E+14,911,12,2026,Master ,jwoodhead5l@nsu.edu
5.04E+14,35,2,2026,Master ,sholehouse94@nsu.edu
5.15E+14,693,7,2025,Master ,smahony1b@nsu.edu
5.56E+14,137,5,2032,Master ,vgreatorex3z@nsu.edu
5.63E+14,872,7,2028,Master ,olief52@nsu.edu
5.78E+14,325,7,2031,Master ,stice87@nsu.edu
5.06E+14,503,6,2026,Master ,ncurromcm@nsu.edu
5.06E+14,549,7,2030,Master ,swethersdh@nsu.edu
5.31E+14,628,7,2027,Master ,apfeiferi1@nsu.edu
5.06E+14,790,1,2026,Master ,rceschiniml@nsu.edu
5.60E+14,15,6,2023,Master ,sperullinw@nsu.edu
5.50E+14,568,8,2023,Master ,cillingworth3z@nsu.edu
5.25E+14,416,8,2031,Master ,abythway4s@nsu.edu
5.36E+14,248,3,2025,Master ,ddraysayaq@nsu.edu
5.76E+14,609,8,2028,Master ,tocleryef@nsu.edu
5.44E+14,405,11,2023,Master ,hodowdk3@nsu.edu
5.62E+14,279,7,2023,Master ,hclappmz@nsu.edu
5.56E+14,934,7,2024,Master ,fivashkinrj@nsu.edu
5.67E+14,237,4,2025,Master ,rkeppn@nsu.edu
5.97E+14,916,12,2030,Master ,lcorley4a@nsu.edu
5.37E+14,127,9,2026,Master ,sskinleyaa@nsu.edu
5.91E+14,790,9,2029,Master ,arichardssonde@nsu.edu
5.92E+14,350,2,2030,Master ,mnardif4@nsu.edu
5.86E+14,212,11,2027,Master ,bcobb4a@nsu.edu
5.36E+14,192,6,2026,Master ,cfazakerley50@nsu.edu
5.37E+14,982,11,2031,Master ,sglayzer7b@nsu.edu
5.30E+14,464,1,2026,Master ,jcoathupaj@nsu.edu
5.09E+14,955,7,2029,Master ,bmcgrailgk@nsu.edu
5.97E+14,528,11,2030,Master ,dwhymanhp@nsu.edu
5.50E+14,380,8,2030,Master ,gvockins3m@nsu.edu
5.64E+14,661,10,2026,Master ,ewarton73@nsu.edu
5.58E+14,896,11,2027,Master ,hmanthaav@nsu.edu
5.02E+14,952,1,2023,Master ,lmingardi5u@nsu.edu
5.52E+14,449,11,2027,Master ,bpetrowskye9@nsu.edu
5.21E+14,958,3,2024,Master ,clynaghmp@nsu.edu
5.86E+14,525,2,2030,Master ,aitzchakinf@nsu.edu
5.19E+14,991,4,2031,Master ,groser3g@nsu.edu
5.21E+14,830,12,2031,Master ,yrockhallei@nsu.edu
5.58E+14,689,10,2032,Master ,jstodefu@nsu.edu
5.76E+14,658,1,2027,Master ,aclimsonpx@nsu.edu
5.76E+14,191,10,2031,Master ,grotte3@nsu.edu
5.45E+14,380,12,2026,Master ,vraff1a@nsu.edu
5.45E+14,473,1,2030,Master ,ebeale2i@nsu.edu
5.82E+14,890,8,2025,Master ,imacnair49@nsu.edu
5.10E+14,112,6,2029,Master ,hhalward7n@nsu.edu
5.76E+14,147,10,2031,Master ,aepgraveau@nsu.edu
5.34E+14,406,10,2030,Master ,rlammertdd@nsu.edu
5.99E+14,528,10,2027,Master ,cmcpolindw@nsu.edu
5.49E+14,238,10,2028,Master ,pscarisbrickmh@nsu.edu
5.21E+14,708,5,2029,Master ,bdurringtonp2@nsu.edu
5.06E+14,290,11,2031,Master ,hhazelby5g@nsu.edu
5.53E+14,19,12,2031,Master ,kgrevile7t@nsu.edu
5.27E+14,719,6,2031,Master ,cjackalinbm@nsu.edu
5.06E+14,275,7,2023,Master ,tlinning29@nsu.edu
5.13E+14,344,9,2032,Master ,mbonny2l@nsu.edu
5.97E+14,365,9,2024,Master ,hmaleac@nsu.edu
5.87E+14,863,3,2032,Master ,cbengerkd@nsu.edu
5.30E+14,430,8,2032,Master ,bdaffern5s@nsu.edu
5.78E+14,121,8,2024,Master ,amcgrortygr@nsu.edu
5.86E+14,113,12,2027,Master ,cfinkqc@nsu.edu
5.54E+14,355,3,2028,Master ,lbearsmore2a@nsu.edu
5.50E+14,809,9,2029,Master ,nsemeradp@nsu.edu
6.00E+14,73,8,2031,Master ,solooneybx@nsu.edu
5.27E+14,391,10,2028,Master ,ddoustff@nsu.edu
5.11E+14,739,7,2032,Master ,dairthno@nsu.edu
5.74E+14,86,12,2025,Master ,kwinsorqe@nsu.edu
5.71E+14,38,4,2030,Master ,toquin1@nsu.edu
5.90E+14,492,2,2031,Master ,aroussell1m@nsu.edu
5.18E+14,175,4,2031,Master ,callcock6b@nsu.edu
5.91E+14,513,1,2029,Master ,cstenett8b@nsu.edu
5.12E+14,646,4,2032,Master ,cguisotck@nsu.edu
5.84E+14,332,2,2030,Master ,nborlesshh@nsu.edu
5.25E+14,254,5,2030,Master ,jbulloughna@nsu.edu
5.55E+14,804,12,2025,Master ,mnieldrn@nsu.edu
5.08E+14,899,1,2025,Master ,tcastribx@nsu.edu
5.78E+14,566,1,2028,Master ,rayersia@nsu.edu
5.68E+14,684,9,2024,Master ,jginmanjz@nsu.edu
5.18E+14,504,5,2029,Master ,afrancecione2d@nsu.edu
5.12E+14,183,9,2024,Master ,nwillishire6s@nsu.edu
5.73E+14,975,1,2029,Master ,shaydones@nsu.edu
5.94E+14,540,3,2029,Master ,amorritt21@nsu.edu
5.45E+14,576,1,2024,Master ,mstubbertdm@nsu.edu
5.79E+14,103,10,2025,Master ,mpolglase9a@nsu.edu
5.94E+14,46,11,2027,Master ,lthursby1k@nsu.edu
5.04E+14,545,3,2023,Master ,wtheusscf@nsu.edu
5.04E+14,486,12,2029,Master ,rshaveld9@nsu.edu
5.96E+14,127,5,2032,Master ,sseifenmacherhz@nsu.edu
5.56E+14,939,8,2031,Master ,mlennardekn@nsu.edu
5.29E+14,566,10,2030,Master ,crichardtov@nsu.edu
5.18E+14,946,10,2029,Master ,dbaseyg7@nsu.edu
5.59E+14,586,7,2023,Master ,dagostinig8@nsu.edu
5.94E+14,771,1,2032,Master ,gnehlskk@nsu.edu
5.43E+14,803,5,2025,Master ,syappnf@nsu.edu
5.12E+14,736,6,2031,Master ,ecaulcutt5r@nsu.edu
5.92E+14,647,10,2031,Master ,dessam9r@nsu.edu
5.22E+14,617,3,2023,Master ,esaltrese9@nsu.edu
5.14E+14,55,8,2023,Master ,cjaquiss58@nsu.edu
5.38E+14,824,4,2030,Master ,bthirtle65@nsu.edu
5.73E+14,334,5,2029,Master ,akikke71@nsu.edu
5.39E+14,85,2,2032,Master ,vblancaf@nsu.edu
5.42E+14,603,6,2026,Master ,ltumaas@nsu.edu
5.24E+14,377,8,2031,Master ,naspcu@nsu.edu
5.26E+14,800,2,2032,Master ,mbaxilley@nsu.edu
6.00E+14,92,9,2025,Master ,dnobeshj@nsu.edu
5.04E+14,343,1,2030,Master ,rsimoensqd@nsu.edu
5.40E+14,804,2,2025,Master ,lundrill4y@nsu.edu
5.70E+14,179,10,2031,Master ,mgoatman9m@nsu.edu
5.19E+14,376,12,2025,Master ,srubinivitzlu@nsu.edu
5.69E+14,770,8,2027,Master ,tgeffenp7@nsu.edu
5.93E+14,531,10,2030,Master ,tgencke57@nsu.edu
5.61E+14,903,6,2023,Master ,kklammanpe@nsu.edu
5.41E+14,147,9,2031,Master ,dmchardyla@nsu.edu
5.52E+14,798,3,2029,Master ,jbrechinoz@nsu.edu
5.67E+14,350,9,2027,Master ,fjacquemypl@nsu.edu
5.40E+14,592,5,2032,Master ,jalbuttq8@nsu.edu
5.32E+14,7,3,2029,Master ,fcarson2m@nsu.edu
5.49E+14,134,1,2028,Master ,sbewley39@nsu.edu
5.05E+14,208,8,2026,Master ,ekattenhorn7p@nsu.edu
5.16E+14,615,2,2030,Master ,ahallahanev@nsu.edu
5.54E+14,940,1,2028,Master ,sbecks1n@nsu.edu
5.14E+14,560,7,2024,Master ,mgudeman44@nsu.edu
5.90E+14,321,1,2031,Master ,emillhill6q@nsu.edu
5.12E+14,233,12,2024,Master ,mnewardnp@nsu.edu
5.08E+14,248,8,2026,Master ,cmcallof@nsu.edu
5.04E+14,573,3,2027,Master ,pfyndonn2@nsu.edu
5.98E+14,664,1,2024,Master ,mstapele34@nsu.edu
5.40E+14,105,8,2024,Master ,cdingivan99@nsu.edu
5.73E+14,811,7,2029,Master ,avasentsovf8@nsu.edu
5.40E+14,75,3,2028,Master ,lmuffetti0@nsu.edu
5.34E+14,569,2,2023,Master ,shagertylp@nsu.edu
5.27E+14,861,9,2029,Master ,mheamsn@nsu.edu
5.97E+14,793,9,2028,Master ,jphelipeauxcp@nsu.edu
5.13E+14,909,3,2024,Master ,ecunradifb@nsu.edu
5.35E+14,165,4,2032,Master ,wcrosselandik@nsu.edu
5.44E+14,595,4,2029,Master ,hcecerec0@nsu.edu
5.59E+14,994,4,2025,Master ,pclampettfg@nsu.edu
5.88E+14,986,2,2024,Master ,ggoveyjj@nsu.edu
5.77E+14,263,2,2029,Master ,cmarkie14@nsu.edu
5.82E+14,257,3,2026,Master ,mlaween9@nsu.edu
5.70E+14,687,8,2029,Master ,abiaggelliox@nsu.edu
5.50E+14,82,10,2028,Master ,kmcgurk6w@nsu.edu
5.08E+14,657,10,2024,Master ,cbraidwoodav@nsu.edu
5.12E+14,641,9,2024,Master ,prumboldjs@nsu.edu
5.67E+14,329,2,2031,Master ,jgherarduccif7@nsu.edu
5.63E+14,395,7,2030,Master ,wgraalmanji@nsu.edu
5.16E+14,909,8,2032,Master ,gsemeradkw@nsu.edu
5.35E+14,371,2,2032,Master ,droggieri2x@nsu.edu
5.28E+14,621,5,2028,Master ,lbassano3e@nsu.edu
5.10E+14,837,2,2024,Master ,tscamaden52@nsu.edu
5.26E+14,629,4,2029,Master ,dblackney5q@nsu.edu
5.82E+14,118,5,2025,Master ,qalexsandrovichcg@nsu.edu
5.58E+14,300,1,2028,Master ,vclewarthf1@nsu.edu
5.45E+14,355,5,2030,Master ,flowensohnfc@nsu.edu
5.13E+14,156,3,2028,Master ,mdearlepalserri@nsu.edu
5.43E+14,802,7,2028,Master ,ajonson5j@nsu.edu
5.96E+14,65,3,2029,Master ,tsheeres7g@nsu.edu
5.85E+14,14,4,2023,Master ,gseifbz@nsu.edu
5.06E+14,997,3,2030,Master ,smcarteda@nsu.edu
5.74E+14,152,4,2028,Master ,mdinapolik6@nsu.edu
5.80E+14,18,12,2028,Master ,hloades44@nsu.edu
5.82E+14,761,5,2029,Master ,emcquarter53@nsu.edu
5.98E+14,151,1,2023,Master ,onewlindl@nsu.edu
5.83E+14,815,3,2024,Master ,dlawteye2@nsu.edu
5.30E+14,969,11,2031,Master ,dcaserijl@nsu.edu
5.05E+14,373,9,2026,Master ,dvelten9e@nsu.edu
5.67E+14,980,5,2028,Master ,apoleykettki@nsu.edu
5.61E+14,303,5,2032,Master ,cstihlkm@nsu.edu
5.98E+14,753,2,2026,Master ,asecombelx@nsu.edu
5.69E+14,94,12,2029,Master ,rbyfordo6@nsu.edu
5.30E+14,282,6,2032,Master ,nkilbourne1b@nsu.edu
5.22E+14,250,4,2027,Master ,amcquaidek@nsu.edu
5.19E+14,229,5,2029,Master ,anassau4p@nsu.edu
5.04E+14,685,6,2024,Master ,zcornillibb@nsu.edu
5.45E+14,835,11,2026,Master ,mrigmondek@nsu.edu
5.34E+14,607,11,2027,Master ,ogirardezjp@nsu.edu
5.30E+14,33,6,2031,Master ,sabraminkf@nsu.edu
5.82E+14,667,5,2027,Master ,ashapira1u@nsu.edu
5.92E+14,429,3,2032,Master ,eribbon3o@nsu.edu
5.98E+14,576,5,2023,Master ,lodreain5k@nsu.edu
5.38E+14,482,9,2030,Master ,ufullicksez@nsu.edu
5.83E+14,861,8,2030,Master ,bipslypl@nsu.edu
5.05E+14,473,5,2028,Master ,fcregeen2b@nsu.edu
5.43E+14,831,4,2025,Master ,sdimberline42@nsu.edu
5.43E+14,989,3,2025,Master ,jbornbt@nsu.edu
5.95E+14,16,12,2023,Master ,dvolettb@nsu.edu
5.01E+14,545,11,2026,Master ,ccellier31@nsu.edu
5.24E+14,98,3,2031,Master ,gbrocktond6@nsu.edu
5.57E+14,732,12,2029,Master ,ctelezhking7@nsu.edu
5.72E+14,92,10,2026,Master ,emasurelge@nsu.edu
5.03E+14,250,12,2027,Master ,scorleyis@nsu.edu
5.68E+14,550,6,2023,Master ,svillaretoe@nsu.edu
5.06E+14,315,6,2029,Master ,wmcgarvaoh@nsu.edu
5.70E+14,132,12,2024,Master ,kjakoub1i@nsu.edu
5.15E+14,161,5,2032,Master ,nacey9d@nsu.edu
5.30E+14,400,10,2030,Master ,mregnardfm@nsu.edu
5.49E+14,425,9,2032,Master ,acrimpq4@nsu.edu
5.54E+14,566,5,2031,Master ,gocleryr@nsu.edu
5.07E+14,52,10,2031,Master ,sohanleyy@nsu.edu
5.07E+14,764,1,2032,Master ,aadam2w@nsu.edu
5.21E+14,881,10,2027,Master ,kzaniolini7l@nsu.edu
5.20E+14,635,12,2023,Master ,tizzatt4e@nsu.edu
5.22E+14,897,10,2030,Master ,gpendry79@nsu.edu
5.73E+14,131,2,2028,Master ,deddowdn@nsu.edu
5.44E+14,717,9,2029,Master ,tbladendv@nsu.edu
5.58E+14,413,5,2029,Master ,gtrundlek9@nsu.edu
5.16E+14,113,5,2032,Master ,ogorker3@nsu.edu
5.07E+14,620,7,2030,Master ,ppaulitschkei1@nsu.edu
5.58E+14,77,1,2028,Master ,idarlinglh@nsu.edu
5.99E+14,811,8,2026,Master ,paughton38@nsu.edu
5.93E+14,492,11,2024,Master ,mcawthorne91@nsu.edu
5.85E+14,636,4,2029,Master ,ghankey4v@nsu.edu
5.14E+14,780,4,2030,Master ,erosenbloome5@nsu.edu
5.31E+14,745,12,2026,Master ,scrowdenht@nsu.edu
5.75E+14,202,2,2025,Master ,gschultzeix@nsu.edu
5.85E+14,626,4,2029,Master ,drembrandtjt@nsu.edu
5.31E+14,337,2,2023,Master ,lmckeeow@nsu.edu
5.92E+14,659,5,2025,Master ,ldmitrievskira@nsu.edu
5.58E+14,35,8,2023,Master ,bcorrisi0@nsu.edu
5.57E+14,717,10,2025,Master ,nolensbyv@nsu.edu
5.97E+14,214,7,2029,Master ,fleere4c@nsu.edu
5.49E+14,222,9,2027,Master ,adallaway7c@nsu.edu
5.71E+14,852,4,2026,Master ,dnaughton9f@nsu.edu
5.90E+14,332,3,2031,Master ,freiglara5@nsu.edu
5.57E+14,971,1,2028,Master ,egillmanlt@nsu.edu
5.44E+14,245,3,2030,Master ,aferedayoi@nsu.edu
5.65E+14,718,10,2027,Master ,jrundle3n@nsu.edu
5.92E+14,654,9,2032,Master ,dmennear70@nsu.edu
5.54E+14,25,4,2028,Master ,abackshillj7@nsu.edu
5.25E+14,938,5,2025,Master ,mcosham4z@nsu.edu
5.72E+14,766,9,2025,Master ,thostanm@nsu.edu
5.02E+14,962,1,2032,Master ,knugentft@nsu.edu
5.67E+14,151,12,2027,Master ,cteligag0@nsu.edu
5.15E+14,254,11,2032,Master ,sbonylj@nsu.edu
5.34E+14,241,10,2032,Master ,vtitt2t@nsu.edu
5.68E+14,841,2,2025,Master ,asant4d@nsu.edu
5.09E+14,450,6,2028,Master ,gphilott89@nsu.edu
5.31E+14,356,4,2029,Master ,ddelyth97@nsu.edu
5.82E+14,607,4,2030,Master ,pcondon1c@nsu.edu
5.97E+14,246,7,2024,Master ,bsearston6w@nsu.edu
5.32E+14,47,2,2031,Master ,acazindy@nsu.edu
5.00E+14,378,6,2024,Master ,bstanifordr2@nsu.edu
5.89E+14,619,2,2029,Master ,abarkshire3d@nsu.edu
5.77E+14,528,12,2031,Master ,frestieaux6j@nsu.edu
5.40E+14,426,10,2024,Master ,gshearstonae@nsu.edu
5.11E+14,913,10,2026,Master ,cstuteb@nsu.edu
5.55E+14,539,10,2029,Master ,lsissel9u@nsu.edu
5.74E+14,352,2,2023,Master ,mmckelloch7a@nsu.edu
5.09E+14,858,4,2029,Master ,ksmidmoor7e@nsu.edu
5.18E+14,822,12,2023,Master ,hpiepera3@nsu.edu
5.38E+14,997,11,2023,Master ,cjedrzejewskypo@nsu.edu
5.09E+14,346,9,2026,Master ,cgamlinpv@nsu.edu
5.51E+14,126,8,2024,Master ,rkeddie4y@nsu.edu
5.38E+14,128,6,2024,Master ,scaroll5n@nsu.edu
5.99E+14,628,4,2032,Master ,vnathan5y@nsu.edu
5.46E+14,465,9,2030,Master ,gpitsall8q@nsu.edu
5.63E+14,617,2,2025,Master ,smatussevichh3@nsu.edu
5.64E+14,702,9,2024,Master ,mlowdyanejb@nsu.edu
5.82E+14,725,12,2026,Master ,mfantonerp@nsu.edu
5.63E+14,736,5,2029,Master ,dthickens2k@nsu.edu
5.44E+14,87,8,2028,Master ,sschiesterlbv@nsu.edu
5.19E+14,257,6,2023,Master ,lhailstonco@nsu.edu
5.03E+14,927,11,2026,Master ,crapinol@nsu.edu
5.83E+14,8,5,2023,Master ,wraiston6d@nsu.edu
5.21E+14,242,1,2032,Master ,ddolegh@nsu.edu
5.90E+14,454,3,2028,Master ,ascneidergi@nsu.edu
5.11E+14,894,10,2024,Master ,gmosconegr@nsu.edu
5.51E+14,666,1,2032,Master ,tjaqueshi@nsu.edu
5.47E+14,666,3,2027,Master ,bgiddensqq@nsu.edu
5.61E+14,801,7,2024,Master ,kdrewe6c@nsu.edu
5.44E+14,146,1,2029,Master ,jwybornor@nsu.edu
5.11E+14,260,4,2028,Master ,mgentric2s@nsu.edu
5.07E+14,917,5,2026,Master ,ttremollet2t@nsu.edu
5.06E+14,906,11,2027,Master ,asherr5l@nsu.edu
5.82E+14,368,6,2026,Master ,lhandleymr@nsu.edu
5.20E+14,132,1,2025,Master ,cjaksic1z@nsu.edu
5.40E+14,125,8,2026,Master ,agoslin7e@nsu.edu
5.06E+14,687,11,2023,Master ,crounsefell9w@nsu.edu
5.96E+14,595,11,2024,Master ,wvaadelandby@nsu.edu
5.61E+14,80,3,2029,Master ,cpaulone4@nsu.edu
5.43E+14,300,10,2028,Master ,shanneyj1@nsu.edu
5.69E+14,2,8,2026,Master ,jzukermanoo@nsu.edu
5.60E+14,444,2,2023,Master ,achippm1@nsu.edu
5.61E+14,976,8,2027,Master ,camottms@nsu.edu
5.26E+14,541,9,2032,Master ,mbyers15@nsu.edu
5.72E+14,384,9,2029,Master ,abocken31@nsu.edu
5.63E+14,355,6,2023,Master ,lstapleford81@nsu.edu
5.21E+14,762,6,2025,Master ,sgudemanb8@nsu.edu
5.40E+14,681,3,2026,Master ,dbarrowcloughlz@nsu.edu
5.68E+14,711,2,2025,Master ,mbassett53@nsu.edu
5.03E+14,455,10,2031,Master ,ecurnessfa@nsu.edu
5.06E+14,403,11,2024,Master ,mmcilmorowhe@nsu.edu
5.24E+14,432,8,2029,Master ,mjulienna@nsu.edu
5.04E+14,687,3,2027,Master ,hnormanpb@nsu.edu
5.94E+14,275,2,2029,Master ,sivanikhinqw@nsu.edu
5.85E+14,811,12,2023,Master ,nmaciakrd@nsu.edu
5.80E+14,119,8,2026,Master ,rstockillrp@nsu.edu
5.76E+14,961,12,2025,Master ,rwomack49@nsu.edu
5.88E+14,942,2,2027,Master ,lbyrdgk@nsu.edu
5.86E+14,843,12,2029,Master ,dknottlx@nsu.edu
5.14E+14,309,9,2025,Master ,mbuddenqw@nsu.edu
5.92E+14,744,8,2023,Master ,rickeringillrj@nsu.edu
5.86E+14,403,1,2024,Master ,rfaulconbridge2r@nsu.edu
5.66E+14,154,7,2032,Master ,bmatteoli7x@nsu.edu
5.92E+14,81,10,2031,Master ,bdesforgesl5@nsu.edu
5.91E+14,359,1,2030,Master ,swinleyli@nsu.edu
5.51E+14,830,5,2029,Master ,tnafzigerpz@nsu.edu
6.73E+14,963,10,2023,Discover,asineathd@nsu.edu
6.07E+14,487,5,2028,Discover,lconnechy1u@nsu.edu
6.04E+14,205,7,2025,Discover,wvanellie@nsu.edu
6.59E+14,436,8,2025,Discover,ksappellom@nsu.edu
6.94E+14,763,1,2030,Discover,mhalcrorr@nsu.edu
6.43E+14,341,3,2025,Discover,amoohan11@nsu.edu
6.69E+14,648,7,2031,Discover,kmilnthorpe6g@nsu.edu
6.45E+14,483,1,2027,Discover,cpfeiffer9a@nsu.edu
6.89E+14,618,11,2025,Discover,tjehaesff@nsu.edu
6.50E+14,536,10,2028,Discover,fmcamishg4@nsu.edu
6.88E+14,414,6,2031,Discover,ggozardgm@nsu.edu
6.86E+14,175,9,2031,Discover,mtaggko@nsu.edu
6.89E+14,308,6,2027,Discover,cgresley1@nsu.edu
6.05E+14,605,7,2032,Discover,hbenainec@nsu.edu
6.87E+14,389,2,2032,Discover,btesauroc2@nsu.edu
6.08E+14,690,7,2032,Discover,asaveryy@nsu.edu
6.34E+14,489,3,2023,Discover,pjenner6e@nsu.edu
6.11E+14,393,9,2031,Discover,dabelson7x@nsu.edu
6.03E+14,278,8,2028,Discover,gearngycp@nsu.edu
6.79E+14,915,5,2030,Discover,rburgiseqc@nsu.edu
6.29E+14,85,8,2032,Discover,krohmer3t@nsu.edu
6.21E+14,706,12,2024,Discover,akollatsch82@nsu.edu
6.55E+14,663,9,2023,Discover,khainsworthlg@nsu.edu
6.62E+14,87,12,2024,Discover,hegglesonqq@nsu.edu
6.75E+14,263,11,2028,Discover,gcargillh@nsu.edu
6.22E+14,996,2,2026,Discover,droyansq@nsu.edu
6.02E+14,975,5,2032,Discover,bsuddock2q@nsu.edu
6.37E+14,927,8,2027,Discover,cvasichev3q@nsu.edu
6.96E+14,330,7,2029,Discover,tinch4k@nsu.edu
6.36E+14,997,10,2027,Discover,dclearie54@nsu.edu
6.91E+14,742,2,2023,Discover,abrodie9b@nsu.edu
6.59E+14,596,9,2024,Discover,ebarukhjo@nsu.edu
6.55E+14,909,10,2029,Discover,vsackes1z@nsu.edu
6.91E+14,920,3,2029,Discover,tovanesian97@nsu.edu
6.73E+14,700,10,2024,Discover,dgiggiemv@nsu.edu
6.48E+14,708,8,2026,Discover,rmushett3h@nsu.edu
6.44E+14,979,7,2031,Discover,rcookman3o@nsu.edu
6.86E+14,482,10,2030,Discover,nwigan6h@nsu.edu
6.97E+14,774,10,2027,Discover,jpietroni3i@nsu.edu
6.16E+14,672,3,2029,Discover,ashutt3r@nsu.edu
6.92E+14,192,8,2031,Discover,pbelderfieldcc@nsu.edu
6.46E+14,381,11,2027,Discover,rlennardeen@nsu.edu
6.71E+14,137,8,2026,Discover,kdableja@nsu.edu
6.59E+14,874,6,2029,Discover,vcawr7@nsu.edu
6.32E+14,564,9,2025,Discover,wlansley2@nsu.edu
6.12E+14,706,1,2023,Discover,jbiaggiolilv@nsu.edu
6.89E+14,692,4,2029,Discover,ffulhamn0@nsu.edu
6.94E+14,246,2,2030,Discover,krushforth1l@nsu.edu
6.76E+14,662,5,2028,Discover,lciubutaro8n@nsu.edu
6.28E+14,475,5,2024,Discover,fnippera1@nsu.edu
6.35E+14,302,12,2027,Discover,rwarlowga@nsu.edu
6.05E+14,216,1,2032,Discover,tdabinett6@nsu.edu
6.65E+14,715,2,2029,Discover,parmfieldf@nsu.edu
6.91E+14,427,6,2030,Discover,cerskinejk@nsu.edu
6.07E+14,700,1,2028,Discover,mpossep8@nsu.edu
6.66E+14,401,10,2026,Discover,tupston1r@nsu.edu
6.31E+14,482,6,2030,Discover,dbolsover8a@nsu.edu
6.89E+14,495,10,2024,Discover,tivesia@nsu.edu
6.35E+14,418,8,2028,Discover,hbeldoniy@nsu.edu
6.95E+14,914,1,2026,Discover,blentsch24@nsu.edu
6.92E+14,38,3,2024,Discover,mgehring7j@nsu.edu
6.49E+14,669,4,2024,Discover,bcoilsh8@nsu.edu
6.94E+14,823,4,2028,Discover,eingramk2@nsu.edu
6.55E+14,621,6,2032,Discover,ddommersenka@nsu.edu
6.63E+14,73,1,2029,Discover,adinleykl@nsu.edu
6.06E+14,549,6,2032,Discover,amulrenann7@nsu.edu
6.79E+14,796,4,2032,Discover,gloomes3g@nsu.edu
6.75E+14,285,4,2024,Discover,lrosel28@nsu.edu
6.55E+14,564,12,2026,Discover,feeles4r@nsu.edu
6.59E+14,919,2,2030,Discover,dforestallkz@nsu.edu
6.59E+14,720,3,2025,Discover,segglesonmy@nsu.edu
6.50E+14,748,4,2027,Discover,mbleythinj9@nsu.edu
6.89E+14,149,2,2030,Discover,vcoginrm@nsu.edu
6.31E+14,948,2,2026,Discover,ebeevers4c@nsu.edu
6.41E+14,91,3,2032,Discover,seteen84@nsu.edu
6.54E+14,485,4,2023,Discover,bmaasze6z@nsu.edu
6.50E+14,384,12,2029,Discover,glibbie7q@nsu.edu
6.48E+14,77,9,2023,Discover,bgrund94@nsu.edu
6.31E+14,567,11,2029,Discover,ltayspellhb@nsu.edu
6.59E+14,451,10,2025,Discover,mniasfl@nsu.edu
6.16E+14,981,4,2026,Discover,bkeuninggu@nsu.edu
6.86E+14,628,9,2029,Discover,ffilasovmy@nsu.edu
6.70E+14,985,3,2024,Discover,pbowsher2u@nsu.edu
6.39E+14,592,6,2032,Discover,dkildead0@nsu.edu
6.36E+14,51,8,2025,Discover,bobraymj@nsu.edu
6.21E+14,446,8,2028,Discover,jpepler0@nsu.edu
6.58E+14,558,10,2030,Discover,chaffendendc@nsu.edu
6.97E+14,513,10,2030,Discover,kbrislang9@nsu.edu
6.79E+14,199,8,2032,Discover,rharbyih@nsu.edu
6.84E+14,867,4,2029,Discover,creubell6@nsu.edu
6.55E+14,118,11,2032,Discover,jlittonop@nsu.edu
6.25E+14,915,7,2024,Discover,jzinkp6@nsu.edu
6.73E+14,351,5,2023,Discover,lhickissonre@nsu.edu
6.33E+14,651,2,2027,Discover,sclayill21@nsu.edu
6.44E+14,13,7,2028,Discover,cewert3n@nsu.edu
6.36E+14,567,10,2027,Discover,gkubicek4w@nsu.edu
7.00E+14,173,5,2030,Discover,brizzillo7j@nsu.edu
6.40E+14,366,5,2029,Discover,mwythemu@nsu.edu
6.22E+14,235,1,2031,Discover,meddington5e@nsu.edu
6.20E+14,0,8,2031,Discover,lforgeg6@nsu.edu
6.98E+14,610,8,2030,Discover,fjansonjr@nsu.edu
6.83E+14,507,12,2027,Discover,cdomneyjw@nsu.edu
6.97E+14,874,2,2032,Discover,cfridpm@nsu.edu
6.01E+14,319,3,2031,Discover,abuggs38@nsu.edu
6.56E+14,10,4,2026,Discover,pilymanov84@nsu.edu
6.71E+14,611,9,2032,Discover,kdainesbw@nsu.edu
6.18E+14,943,4,2032,Discover,nlievesley1h@nsu.edu
6.44E+14,217,7,2032,Discover,baddeycott17@nsu.edu
6.04E+14,962,10,2028,Discover,rjosefovic2r@nsu.edu
6.20E+14,175,5,2029,Discover,mdrache3p@nsu.edu
